,result,moves
61,1,"['8L', '3L', '9L', '2R', '8L', '0R', '8L', '2R', '8L', '0R', '8L', '1L', '8L', '2R', '8L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '3R', '8L', '3R', '7L', '4L', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '7L', '1L', '6L', '0R', '10L', '1R', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '1L', '8L', '4L', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '1L', '9L', '0L', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '1L', '6L', '0R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '3R', '9L', '1R', '8L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1L', '6L', '0L', '10L', '2R', '9L', '1R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3R', '9L', '1R', '8L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '4R', '7L', '0R', '6L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '3R', '9L', '1L', '8L']"
62,1,"['2R', '9L', '0L', '8L', '4L', '9L', '2R', '9L', '2R', '9L', '3L', '8L', '0R', '9L', '2R', '8L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '1L', '8L']"
63,1,"['2R', '9L', '4L', '8L', '2R', '8L', '0L', '8L', '1R', '8L', '1L', '6L', '4R', '8L', '0R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '1R', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '1L', '9L', '0L', '10L', '3R', '9L', '4L', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '4R', '7L', '1L', '6L', '0L', '10L', '2R', '9L', '3L', '8L', '2R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '1R', '8L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '1L', '9L', '3L', '10L', '2R', '9L', '1L', '8L', '0L', '7L', '3R', '8L', '3L', '9L', '2R', '8L', '2R', '10L', '1L', '9L', '3R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '0R', '6L', '3L', '10L', '2R']"
64,-1,"['2R', '9L', '0L', '8L', '3R', '9L', '2R', '8L', '1R', '10L', '2R', '8L', '4L', '6L', '3R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0R', '8L', '1R', '7L', '2R', '6L', '2R', '10L', '1L', '9L', '3R', '8L', '0R', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3R', '9L', '4L', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '1L', '9L', '0R', '8L']"
65,-1,"['2R', '9L', '3L', '8L', '2R', '9L']"
66,1,"['2R', '9L', '4L', '8L', '2R', '8L', '0R', '8L', '3L', '9L', '1R', '9L', '2R', '8L', '0R', '7L', '2R', '6L', '2R', '10L', '1R', '9L', '2R', '8L']"
67,1,"['8L', '3L', '9L', '2R', '8L', '4R', '8L', '2R', '8L', '2R', '8L', '2R', '8L', '2R', '8L', '0R', '10L', '2R', '9L', '3L']"
68,1,"['8L', '0R', '9L', '4L', '8L', '2R', '9L', '1L', '9L', '2R', '8L', '2R', '8L', '1L', '9L', '0R', '8L', '2R', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1R', '8L', '2R', '10L', '3R', '9L', '4L', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1L', '6L', '0R', '8L', '2R', '10L', '3R', '9L', '1R', '8L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1L', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1L', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '1R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '7L', '1L', '6L', '0R', '10L', '1L', '9L', '0L', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '1L', '8L']"
69,1,"['8L', '1R', '6L', '2R', '6L', '2R', '8L', '3R', '10L', '4R', '8L', '0R', '10L', '2R', '9L', '1L', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0L', '9L', '2R', '9L', '3R', '9L', '0R', '8L', '3L', '7L', '2R']"
70,-1,"['8L', '4L', '8L', '3R', '8L', '2R', '8L', '2R', '10L', '2R', '9L']"
71,-1,"['2R', '9L', '4R', '8L', '4R', '8L', '2R', '6L', '3L', '7L', '1L', '8L', '2R', '8L', '2R', '10L', '3R', '9L', '0R', '8L']"
72,-1,"['8L', '0R', '9L', '1R', '8L', '2R', '9L', '1L', '9L', '2R', '9L', '3L', '6L', '2R', '7L', '3R', '7L', '0R', '6L', '2R', '10L', '1R', '9L', '2R', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1L', '6L', '0R', '8L', '2R', '10L', '3R', '9L', '1R', '8L', '2R', '7L', '3R', '8L', '3L', '9L', '2R', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '1R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1L', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '0R', '6L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '0R', '6L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0L', '9L', '2R', '9L', '3L', '8L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L']"
73,1,"['8L', '0L', '8L', '3L', '8L', '3L', '9L', '4L', '8L', '0R', '7L', '2R', '6L', '2R', '8L', '1L', '9L', '3L', '8L', '2R', '8L', '0R', '9L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L']"
74,-1,"['8L', '3L', '9L', '2R', '8L', '0L', '8L', '2R', '8L', '2R', '8L', '1L', '8L', '2R', '9L', '2R', '9L', '2R', '9L', '3L', '8L', '2R']"
75,-1,"['8L', '0R', '9L', '1L', '8L', '2R', '9L', '2R', '8L', '0R', '9L', '2R', '8L', '2R', '10L', '2R', '9L']"
76,-1,"['8L', '4R', '8L', '2R', '8L', '0R', '9L', '2R', '8L', '3L', '9L', '2R', '9L', '1R', '8L', '2R', '9L', '2R', '8L', '3R', '8L', '3L']"
77,-1,"['8L', '4L', '8L', '3L', '8L', '2R', '8L', '2R', '6L', '2R', '10L', '3R', '9L', '0R', '9L', '2R', '8L', '2R', '8L', '0L', '7L', '4L', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '10L', '3R', '9L', '4L', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '0L', '6L', '3L', '8L', '2R']"
78,1,"['2R', '9L', '4R', '8L', '4R', '8L', '2R', '6L', '4R', '10L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '3R', '9L', '0L', '8L', '4L']"
79,1,"['2R', '9L', '4R', '8L', '4L', '8L', '2R', '10L', '0L', '8L', '1R', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R']"
80,1,"['8L', '1R', '6L', '2R', '6L', '2R', '8L', '0R', '6L', '2R', '10L', '1R', '9L', '2R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0R', '8L', '1L', '7L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '3R', '8L', '3R', '7L', '4R', '7L', '2R', '7L', '3R', '7L', '4L', '6L', '0R', '8L', '1L', '9L', '0L', '9L', '2R', '9L', '3L', '8L', '2R', '8L', '2R', '10L', '1L', '9L', '3L', '10L', '2R', '9L', '3R', '8L', '4R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '3R', '9L', '1R', '8L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '0R']"
81,-1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0L', '8L', '3R', '10L', '4L', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '0L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3R', '9L', '4L']"
82,-1,"['2R', '9L', '0L', '8L', '4R', '8L', '2R', '8L', '4R', '6L', '2R', '8L', '4R']"
83,-1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0L', '8L', '3L', '9L', '2R']"
84,-1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '3L', '8L', '2R', '8L', '2R', '10L', '0R']"
85,1,"['8L', '1R', '6L', '2R', '6L', '2R', '8L', '0R', '6L', '2R', '10L', '3R', '9L', '4R', '8L', '1R', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '0R', '9L', '1R', '8L', '2R', '7L', '3R', '7L', '4R', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '9L', '1R', '8L', '2R']"
86,-1,"['8L', '4L', '8L', '3L', '8L', '2R', '8L', '2R', '6L', '2R', '10L', '0L', '8L', '2R', '8L', '1L', '8L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '3R', '6L', '3R', '8L', '0R', '10L', '1L', '9L', '0R', '8L', '1R', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '7L', '1L', '6L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '3R', '9L', '1L', '8L', '0L', '7L', '2R', '7L', '1L', '6L', '0R', '10L', '2R', '9L', '3R', '8L', '4L']"
87,-1,"['2R', '9L', '3L', '8L', '2R', '9L']"
88,-1,"['8L', '0L', '8L', '4R']"
89,1,"['2R', '9L', '0L', '8L', '4L', '9L', '2R', '9L', '2R', '9L', '4R', '9L', '4R', '8L', '3R', '8L', '4R', '8L', '1R', '9L', '2R', '8L', '3R', '7L', '4L', '6L', '2R', '10L', '3R', '8L', '4L', '9L', '3R', '8L', '3R', '9L', '3R', '8L', '3R', '7L', '4R', '7L', '2R', '7L', '0L', '9L', '1L', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '0R', '6L', '1L', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1L', '6L', '0L', '10L', '2R', '9L', '0R', '8L', '1R', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0R', '8L', '1L', '7L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1L', '6L', '0R', '8L', '2R', '10L', '1L', '9L', '3R', '8L', '4L', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '4R', '7L', '0L', '6L', '1L', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1L', '6L', '0R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '10L', '3R', '9L', '4L', '8L', '3R', '7L', '2R', '7L', '3R', '7L', '0R', '6L', '3R', '8L', '3L', '9L', '2R']"
90,1,"['8L', '4L', '8L', '3L', '8L', '2R', '8L', '2R', '6L', '2R', '10L', '0L', '8L', '2R', '8L', '1R', '7L', '2R', '6L', '2R', '10L', '3R', '8L', '0R', '9L', '1L', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '1L', '9L', '3R', '8L']"
91,1,"['8L', '1R', '6L', '2R', '6L', '2R', '8L', '4L', '9L', '2R', '8L', '3R', '6L', '3R', '7L', '4L', '6L', '2R']"
92,-1,"['8L', '3L', '9L', '2R', '8L', '0L', '8L', '2R', '8L', '2R', '8L', '1R', '8L', '2R', '7L', '1L', '6L', '2R', '10L', '2R', '9L']"
93,-1,"['2R', '9L', '3L', '8L', '2R', '9L']"
94,1,"['8L', '1L', '8L', '2R', '8L', '2R', '7L', '2R', '6L', '2R', '8L', '4R', '6L', '2R', '10L', '0L', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1L', '9L', '0R', '8L', '2R', '8L', '2R', '10L', '0R']"
95,1,"['2R', '9L', '0L', '8L', '3R', '9L', '2R', '8L', '0R', '9L', '2R', '8L', '2R', '10L', '2R']"
96,-1,"['8L', '4R', '8L', '2R', '8L', '0R', '9L', '2R', '8L', '0R', '8L', '2R', '7L', '4L', '6L', '2R', '10L', '3L', '8L', '2R', '9L', '0L', '9L', '2R', '9L', '3R', '9L', '4L', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1L', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1L', '9L', '3L', '10L', '2R', '9L', '3R', '8L', '4R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3R', '9L', '4L']"
97,1,"['2R', '9L', '4L', '8L', '2R', '8L', '0R', '8L', '1L', '8L', '2R', '8L']"
98,-1,"['8L', '4L', '8L', '3L', '8L', '2R', '8L', '2R', '6L', '2R', '10L', '0L', '8L', '2R', '8L', '1R', '7L', '2R', '6L', '2R', '10L', '1R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '7L', '1L', '6L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0L', '9L', '2R', '9L', '3R', '9L', '4R', '9L', '0R', '8L', '1L', '7L', '0R', '6L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '9L', '1R', '8L', '2R']"
99,0,"['8L', '4R', '8L', '2R', '8L', '0R', '9L', '2R', '8L', '3R', '8L', '2R', '9L']"
100,-1,"['8L', '4L', '8L', '3L', '8L', '2R', '8L', '2R', '6L', '2R', '10L', '3L', '8L', '2R', '7L', '3L', '6L', '2R', '8L', '0R', '8L']"
101,1,"['8L', '0R', '9L', '4R', '8L', '4R', '8L', '2R', '8L', '0L', '8L', '2R', '10L', '1L', '8L', '0R', '9L', '2R', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '3R', '9L', '1R', '8L']"
102,-1,"['8L', '4L', '8L', '3L', '8L', '2R', '8L', '2R', '6L', '2R', '10L', '0R', '9L', '3R', '8L', '1L', '9L', '0R', '8L', '4L', '7L', '2R']"
103,-1,"['2R', '9L', '3L', '8L', '2R', '9L']"
104,-1,"['8L', '4R', '8L', '2R', '8L', '0L', '8L', '2R', '7L', '3L', '6L', '2R', '8L', '3R', '8L', '3R', '9L', '4L', '8L', '3R', '7L', '4R', '6L', '4L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1L', '6L', '0R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1L', '9L', '0L', '10L', '3L', '8L', '2R']"
105,-1,"['8L', '1R', '6L', '2R', '6L', '2R', '8L', '4R', '6L', '0R', '10L', '2R', '9L', '3L']"
106,-1,"['8L', '4R', '8L', '2R', '8L', '0L', '8L', '2R', '7L', '4R', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0L', '9L', '2R', '9L', '1R', '9L', '2R', '9L', '3L', '8L', '2R']"
107,1,"['2R', '9L', '4L', '8L', '2R', '8L', '0L', '8L', '3R', '9L', '3L', '6L', '2R', '9L', '4R', '6L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1L', '6L', '0R', '8L', '2R', '10L', '1L', '9L', '3R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '3R', '9L', '1L', '8L', '0R', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1L', '6L', '0L', '10L', '2R', '9L', '3R', '8L', '1R', '7L', '2R', '6L', '0R', '8L', '1L', '9L', '0R', '8L', '1R', '7L', '2R', '6L', '2R', '10L', '1R', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0R', '9L', '1R', '8L', '2R', '7L', '3L']"
108,-1,"['8L', '4L', '8L', '3L', '8L', '2R', '8L', '2R', '6L', '2R', '10L', '0R', '9L', '3R', '8L', '4L', '9L', '4R', '8L', '3L', '9L', '2R']"
109,-1,"['8L', '0L', '8L', '1L', '8L', '4L', '8L', '2R', '8L', '2R']"
110,1,"['2R', '9L', '4L', '8L', '2R', '8L', '0R', '8L', '1R']"
111,1,"['2R', '9L', '0L', '8L', '4R', '8L', '2R', '8L', '3R', '6L', '0R', '7L', '2R', '6L', '2R', '10L', '2R', '9L']"
112,-1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '1R', '9L', '2R', '9L', '0L', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1L', '6L', '0L', '10L', '2R', '9L', '0R', '8L', '1L', '7L', '0R', '6L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '4L', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '3R', '8L', '3R', '7L', '4L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1R', '8L', '2R', '10L', '3R', '9L', '4L', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4L', '8L', '3R', '7L', '2R', '7L', '0R', '6L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '0L', '6L', '3L', '8L', '2R']"
113,-1,"['8L', '3L', '9L', '2R', '8L', '3L', '8L', '2R', '8L', '2R', '8L', '1L', '8L', '2R', '10L', '3R', '8L', '3R', '9L', '3L', '8L', '2R', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1L', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '1L', '9L', '0L', '10L', '3L', '8L', '2R']"
114,1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '1L', '8L', '0L', '7L', '2R', '7L', '1L', '6L', '0R', '10L', '2R', '9L', '3L', '8L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '3R', '9L', '4R', '8L']"
115,-1,"['2R', '9L', '0L', '8L', '3R', '9L', '2R', '8L', '0L', '8L', '1L', '8L', '2R']"
116,-1,"['8L', '4L', '8L', '3R', '8L', '2R', '8L', '2R', '10L', '2R', '9L']"
117,-1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '0R']"
118,-1,"['8L', '0R', '9L', '3L', '8L', '0R', '7L', '2R', '8L', '2R']"
119,-1,"['8L', '3L', '9L', '2R', '8L', '3R', '8L', '1L', '8L', '2R', '9L', '4L', '8L', '3R']"
120,-1,"['2R', '9L', '4R', '8L', '4R', '8L', '2R', '6L', '0L', '8L', '3R', '8L', '2R', '10L', '3L']"
121,-1,"['8L', '0L', '8L', '1L', '8L', '1L', '8L', '4L', '8L', '2R']"
122,-1,"['2R', '9L', '3L', '8L', '2R', '9L']"
