,result,moves
16,-1,"['8L', '3L', '9L', '2R', '8L', '0R', '8L', '2R', '8L', '3R', '8L', '1R', '8L', '2R', '10L', '0R', '9L']"
17,1,"['2R', '9L', '0L', '8L', '3L', '9L', '2R', '10L', '2R', '9L', '2R', '8L', '0R', '9L', '2R', '8L', '2R', '9L', '0L', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1L', '9L', '3R', '8L', '4R', '8L', '0L', '8L', '2R', '10L', '3L', '8L', '2R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0R', '8L', '1R', '7L', '2R', '6L', '2R', '10L', '3R', '9L', '0L', '8L', '1R', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '3R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '0R']"
18,-1,"['8L', '3R', '8L', '2R', '8L', '2R', '8L', '0L', '8L', '3R', '10L', '4L', '8L', '3L', '9L', '2R', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4L', '8L', '3R', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '3R', '8L', '3R', '7L', '4R', '7L', '2R', '7L', '1L', '6L', '0R', '8L', '2R', '10L', '3R', '9L', '1L', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3R', '9L', '0R', '8L', '4R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1L', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4L', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '0R', '6L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '3R', '9L', '0L', '8L', '4L']"
19,-1,"['2R', '9L', '4L', '8L', '2R', '8L', '3R', '7L', '2R', '8L', '3L', '9L', '1R', '8L', '2R', '10L', '0L', '9L', '2R']"
20,1,"['8L', '1L', '8L', '2R', '8L', '2R', '7L', '2R', '6L', '2R', '8L', '3R', '9L', '3R', '8L']"
21,1,"['2R', '9L', '0L', '8L', '3R', '9L', '2R', '8L', '0R', '9L', '2R', '8L', '2R', '10L', '2R']"
22,-1,"['8L', '4L', '8L', '3L', '8L', '2R', '8L', '2R', '6L', '2R', '10L', '3R', '9L', '0L', '8L', '2R', '8L', '0R', '7L', '2R', '7L', '1L', '8L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '1L', '6L', '0R', '8L', '1R']"
23,1,"['2R', '9L', '0L', '8L', '4L', '9L', '2R', '9L', '2R', '9L', '4R', '9L', '3R', '8L', '4R', '8L']"
24,-1,"['8L', '4L', '8L', '3R', '8L', '2R', '8L', '2R', '10L', '2R', '9L']"
25,1,"['8L', '0R', '9L', '3R', '8L', '4R', '8L', '2R', '8L', '0R', '9L', '2R', '8L', '2R', '10L', '2R']"
26,-1,"['8L', '4L', '8L', '3R', '8L', '2R', '8L', '2R', '10L', '2R', '9L']"
27,-1,"['8L', '1R', '6L', '2R', '6L', '2R', '8L', '0L', '9L', '4L']"
28,1,"['2R', '9L', '4R', '8L', '4R', '8L', '2R', '6L', '4L', '7L', '0R', '6L', '1L', '10L', '0L', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '0R']"
29,-1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0L', '8L', '3R', '10L', '4L', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '9L', '1R', '8L', '2R']"
30,1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '1L', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '3R', '6L', '0R', '10L', '1R', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1L', '9L', '0R', '8L', '1L', '7L', '0R', '6L', '1L', '10L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1L', '9L', '3L', '10L', '2R', '9L', '3L', '8L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1L', '6L', '0L', '10L', '2R', '9L', '0R', '8L', '1R', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '3R', '9L', '1R', '8L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '1L', '9L', '3R', '8L', '4R', '8L', '0L', '8L', '2R', '10L', '1L', '8L', '0L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '1R', '8L']"
31,-1,"['2R', '9L', '3L', '8L', '2R', '9L']"
32,-1,"['8L', '4R', '8L', '2R', '8L', '0R', '9L', '2R', '8L', '3L', '9L', '2R', '9L', '1R', '8L', '2R', '9L', '2R', '8L', '3L', '9L', '2R', '8L', '3R', '7L', '0L', '8L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '1L', '6L', '3L', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '0R', '6L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1L', '9L', '0R', '8L', '2R', '8L', '2R', '10L', '1L', '9L', '0R', '8L']"
33,1,"['2R', '9L', '4L', '8L', '2R', '8L', '0R', '8L', '3L', '9L', '0L', '9L', '3L', '7L', '3R', '6L', '3L', '8L', '2R']"
34,-1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '3R', '9L', '4L', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '3R', '7L', '4R', '7L', '1R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '0R', '6L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '1L', '9L', '0R', '8L']"
35,1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0R', '8L']"
36,-1,"['8L', '4R', '8L', '2R', '8L', '0L', '8L', '2R', '7L', '1R', '6L', '2R', '7L', '0R', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '10L', '3R', '9L', '4L', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4L', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '0R', '8L', '1L', '9L', '0R', '8L', '1R', '7L', '2R', '6L', '2R', '10L', '3R', '9L', '4R', '8L', '0L', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '1L', '9L', '0R', '8L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L']"
37,1,"['8L', '4R', '8L', '2R', '8L', '0R', '9L', '2R', '8L', '0L', '8L', '2R', '8L', '0R', '7L', '4R', '7L', '1L', '6L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '9L', '1R', '8L', '2R']"
38,-1,"['8L', '1L', '8L', '2R', '8L', '2R', '7L', '2R', '6L', '2R', '8L', '3L', '8L', '1R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R']"
39,1,"['8L', '1R', '6L', '2R', '6L', '2R', '8L', '0R', '6L', '2R', '10L', '1L', '9L', '3R', '8L', '4L', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '0R', '9L', '1L', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3R', '9L', '0R', '8L', '4R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '3R', '9L', '1R', '8L', '2R', '7L', '3R', '8L', '3R', '9L', '0R', '8L', '1R', '7L', '2R', '6L', '2R', '10L', '1L', '9L', '0L', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '0R', '6L', '3R', '8L', '3L', '9L', '2R']"
40,-1,"['8L', '0R', '9L', '4R', '8L', '4R', '8L', '2R', '8L', '0R', '10L', '2R', '9L', '1R', '8L', '2R', '8L', '2R', '10L', '1L', '9L', '3R', '8L', '4R', '8L', '0L', '8L', '2R', '10L', '0R', '8L', '1L', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '0R', '9L', '1R', '8L', '2R', '7L', '3L']"
41,-1,"['2R', '9L', '4R', '8L', '4R', '8L', '2R', '6L', '0L', '8L', '4L', '9L', '4R', '9L', '3R', '8L', '4L', '6L', '4L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L']"
42,1,"['8L', '3L', '9L', '2R', '8L', '3L', '8L', '2R', '8L', '2R', '8L', '3R', '9L', '3L', '8L']"
43,-1,"['2R', '9L', '3L', '8L', '2R', '9L']"
44,-1,"['2R', '9L', '0R', '8L', '2R', '7L', '2R', '6L', '2R', '10L', '2R', '9L', '2R', '9L', '0R']"
45,1,"['8L', '3R', '8L', '2R', '8L', '2R', '8L', '0R', '8L', '2R', '8L', '3L', '9L', '2R']"
46,-1,"['8L', '4L', '8L', '3L', '8L', '2R', '8L', '2R', '6L', '2R', '10L', '0L', '8L', '2R', '8L', '1L', '8L', '0L', '8L', '2R', '10L', '3R', '9L', '1R', '8L', '2R', '7L', '0R', '6L', '1R', '8L', '2R', '10L', '3R', '9L', '4L', '8L', '3R', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0R', '9L', '1R', '8L', '2R', '7L', '3L']"
47,1,"['2R', '9L', '4L', '8L', '2R', '8L', '0L', '8L', '1L', '9L', '3L', '10L', '2R', '8L', '0L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '3R', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3L', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '0R']"
48,1,"['2R', '9L', '4L', '8L', '2R', '8L', '3R', '7L', '2R', '8L', '4R', '10L', '0R', '9L', '2R', '8L', '4L', '7L', '1R', '8L', '2R', '9L', '3L', '8L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '3R', '6L', '0L', '8L', '2R', '10L', '1L', '9L', '0L', '10L', '3R', '9L', '4L', '8L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R']"
49,1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0R', '8L']"
50,-1,"['8L', '0L', '8L', '4R']"
51,1,"['2R', '9L', '0L', '8L', '4R', '8L', '2R', '8L', '1L', '8L', '0R', '9L', '2R', '8L', '2R', '8L', '1R', '9L', '4L', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '0R', '6L', '1R', '8L', '2R', '10L', '3R', '9L', '4L', '8L', '3L', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0R', '8L', '1R', '9L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3R', '9L', '4R', '8L', '1R', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '1R', '7L', '2R', '7L', '3R', '6L', '0L', '8L', '2R', '10L', '1L', '9L', '3R', '8L', '4L', '7L', '0L', '6L', '2R', '10L', '0R', '9L', '1L', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '0L', '6L', '3R', '8L', '3R', '9L', '3R', '8L', '3R', '7L', '4R', '7L', '2R', '7L', '3R', '7L', '1R', '6L', '2R']"
52,1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0R', '8L']"
53,-1,"['2R', '9L', '3R', '8L', '2R', '8L', '2R', '8L', '0L', '8L', '3R', '10L', '4R', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3L', '8L', '2R', '10L', '3R', '9L', '0R', '8L', '1R', '7L', '2R', '6L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L']"
54,1,"['8L', '0R', '9L', '3R', '8L', '4R', '8L', '2R', '8L', '0R', '9L', '2R', '8L', '2R', '10L', '2R']"
55,-1,"['8L', '1L', '8L', '2R', '8L', '2R', '7L', '2R', '6L', '2R', '8L', '3R', '9L', '4L', '8L', '2R', '9L', '3R', '8L', '0L', '6L', '2R', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '3R', '9L', '1R', '8L', '2R', '7L', '0R', '6L', '1L', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '3R', '7L', '4R', '7L', '0L', '6L', '1L', '8L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '10L', '3R', '9L', '4R', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '3R', '7L', '4L', '6L', '0R', '8L', '1L', '9L', '0L', '9L', '2R', '9L', '3L', '8L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '1L', '9L', '0R', '8L']"
56,1,"['8L', '3R', '8L', '2R', '8L', '2R', '8L', '0L', '8L', '3R', '10L', '4R', '8L', '2R', '8L', '0R', '9L', '1R', '8L', '2R']"
57,1,"['2R', '9L', '0L', '8L', '3L', '9L', '2R', '10L', '2R', '9L', '2R', '8L', '1R', '9L', '2R', '10L', '3L', '8L', '2R', '9L', '3L', '8L', '2R', '8L', '0L', '8L', '2R', '10L', '0R', '8L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '1R', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1R', '6L', '2R', '8L', '2R', '10L', '0L', '8L', '2R', '10L', '1L', '9L', '0R', '8L']"
58,1,"['8L', '3R', '8L', '2R', '8L', '2R', '8L', '0L', '8L', '3L', '9L', '2R']"
59,1,"['2R', '9L', '4R', '8L', '4R', '8L', '2R', '6L', '0L', '8L', '3L', '9L', '3L', '8L', '2R', '7L', '4L', '6L', '2R', '8L', '0L', '9L', '2R', '8L', '0L', '7L', '2R', '7L', '0R', '6L', '1R', '8L', '2R', '10L', '3L', '9L', '2R', '8L', '3R', '7L', '2R', '7L', '0L', '6L', '2R', '8L', '0R', '9L', '1R', '8L', '2R']"
60,-1,"['8L', '4R', '8L', '2R', '8L', '0R', '9L', '2R', '8L', '1L', '8L', '2R', '8L', '0L', '8L', '3R', '9L', '4R', '9L', '2R', '9L', '0L', '8L', '2R', '8L', '0R', '9L', '1L', '8L', '0L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '2R', '10L', '1L', '9L', '0L', '10L', '3L', '8L', '2R']"
