,result,moves
102,1,"['6R', '6R', '7R', '6R', '9R', '6R', '9L', '10R', '8L', '9R', '10L']"
103,1,"['10L', '6R', '10L', '6L', '9L', '6R', '7R', '6L', '7R', '10R', '10L', '9R', '10R', '6R']"
104,-1,"['7L', '10R', '6R', '7L', '8R', '9L', '8R', '9R', '7R', '8L', '7R', '9L', '8R', '9R', '10R', '9R', '10R', '7R', '6R', '7L', '10R']"
105,-1,"['6L', '9L', '6R', '9L', '7L', '6L', '8R', '10R', '8L', '7R']"
106,-1,"['10R', '8L', '9L', '6L', '8L', '7L', '7L', '6R', '7R', '10R', '10R', '7R', '7R']"
107,1,"['7L', '10L', '8R', '8R', '7L', '9L', '6R', '10R', '6L', '7R', '8R', '9L', '8L']"
108,-1,"['9R', '10R', '9L', '7L', '10R', '7R', '8L', '10L', '9L', '8L', '6R']"
109,1,"['9R', '10L', '7L', '9R', '10L', '8L', '8L']"
110,-1,"['7L', '6L', '9L', '9L', '8R']"
111,1,"['8R', '6L', '8L', '9R', '7R', '8R', '7L', '7R', '8L', '7R', '8R']"
112,1,"['7R', '10R', '9L', '8R', '7L', '6R', '8L', '6R', '7L', '10L', '9L', '8R']"
113,1,"['7L', '6R', '8L', '10L', '7R', '10R', '9R', '8R', '10L', '8R', '9L', '7R', '7L', '9L', '10L']"
114,-1,"['9L', '7L', '8R', '6L', '9R', '8R', '9L', '10L', '9L', '8L']"
115,1,"['9R', '9R', '9R', '6L', '8R', '10R']"
116,1,"['10L', '9R', '6L', '9R', '10L', '9R', '6R', '7R', '10R', '9R', '10L']"
117,-1,"['6R', '8L', '6R', '7L', '9L', '10L', '6R', '10R', '10R', '7R', '6L', '7L', '6L', '8L', '9L', '10R', '7L', '6L', '9R']"
118,-1,"['10R', '9L', '10R', '7R', '6R', '8L', '7R', '7R', '10L']"
119,1,"['10R', '6R', '7R', '7R', '8L', '7R', '7R', '8R', '9L', '8R']"
120,-1,"['10R', '7L', '6R', '10R', '10L', '10L', '7R', '10R', '6L', '8L', '7L', '6L', '8L', '9L', '8L', '7R', '8R']"
121,1,"['8L', '10L', '7L', '10R', '10L', '6R', '8L', '7R', '6R', '7R', '8L', '6R', '9R', '6R']"
122,1,"['9L', '8L', '9L', '9R', '10R', '10L', '6R', '8L', '6L', '9R', '10R', '8R', '7L', '9L', '6L', '8L', '6L', '8L', '7R', '8L', '10L', '7L', '6R', '10R', '8R']"
123,-1,"['6L', '8R', '7R', '10R', '6L', '10L', '9L', '8L', '7L', '7L', '9L', '8L', '7L', '6R', '7L', '6R', '7L', '6L']"
124,-1,"['9R', '6L', '8R', '10R', '9R', '6R', '9R', '7L']"
125,1,"['6R', '6R', '8L', '7R', '9L', '6L', '10L', '9L', '6L', '8L', '7L', '6R', '8L', '9L', '7L', '6R']"
126,1,"['8R', '9R', '9L', '10L', '10R', '7L']"
127,1,"['10R', '9L', '7R', '10L', '7R', '9L', '10R', '6L', '8R', '10L', '10L']"
128,-1,"['8L', '8R', '6R', '7R', '8R', '9R', '10L', '9R', '10L']"
129,-1,"['8L', '7R', '8L']"
130,-1,"['10R', '8L', '7R', '8R', '6L', '9L', '8L', '7R', '6L', '9R', '8R', '9L', '8R', '9R', '9R']"
131,-1,"['9R', '9R', '8R', '6R', '8R', '9R', '6L', '8L', '6R', '7L', '10L', '6L', '10L']"
132,1,"['6L', '7L', '7R', '10L', '9L', '8L', '7R', '8L', '8L', '7R', '9R', '8L', '10L', '9R', '6L', '9R', '10L', '9R', '10R', '6R', '8L', '7R', '8R', '9R', '9L', '10R', '8R', '6R', '7L', '9R', '6R']"
133,1,"['10L', '7L', '6R', '9R', '6R', '10R', '10R', '7L', '7R', '10R', '7R', '8L']"
134,1,"['8L', '6L', '8R', '9L', '6R', '10L', '6R']"
135,1,"['9L', '6R', '10L', '8L', '7R', '8R', '9R', '9L', '8R', '9L', '8R', '9R', '10R', '10R', '9L', '10L', '9L', '10R', '7L', '6L', '9R', '8L', '10R', '9L', '10L', '6L', '7R', '6R', '9R', '10R', '7L', '6R', '7L', '6R', '9R', '7L', '6R', '7R', '8R', '10L', '9L']"
136,-1,"['10R', '6R', '9R', '10L', '9L', '6R', '9R', '8R', '7R', '9R', '8R', '7R', '8L', '7R', '6R', '8R']"
137,1,"['6L', '6L', '9R', '10L', '8L', '9R', '6R', '8R', '9L']"
138,1,"['8R', '10L', '7R', '9R', '10L', '7L', '8R', '7L', '10R', '6L', '10R', '7L']"
139,1,"['6R', '7L', '6R', '7L', '6L', '7L', '9R', '6R', '7R', '8R']"
140,-1,"['7R', '8L', '6R', '6L', '7R', '10R', '9L', '7R', '9R', '7L', '6R', '7L', '6R', '6R']"
141,1,"['10L', '10L']"
142,-1,"['7R', '7L', '10R', '8R', '9R', '9L', '8R', '10R', '6L', '10R', '7L', '6L', '8R', '9R']"
143,1,"['10L', '8R', '10L', '10L']"
144,-1,"['8R', '7L', '6R', '6R', '10L', '7R', '8R', '10L', '7L', '9L']"
145,-1,"['9R', '7R', '10R', '10L', '9R', '6R', '10R', '7L', '8R', '6R', '7R', '7L', '6L', '9R', '10R', '9L', '10R', '9R', '8R', '6L']"
146,1,"['8L', '9R', '10L', '7L', '7R', '8L', '7L', '6R', '8L', '10R', '8L', '7R', '8L', '9L', '6R', '8L', '7R', '8R', '7R', '8R', '9R']"
147,1,"['6L', '7R', '9L', '6R', '8L', '10L', '9L', '8R', '10L', '6L', '8R', '7L', '9L', '8L', '7L', '10L', '6R', '8L', '7R', '8L']"
148,1,"['10R', '6R', '7L', '7R', '7L', '8L', '7R', '10R', '10R', '8L', '7R', '9L', '8L', '6R', '7L', '6R', '7R', '8L', '7L']"
149,1,"['8L', '9L', '6L', '9R', '10L', '10L', '10R']"
150,1,"['10R', '6L', '8L', '6L', '9L', '7R', '9R', '8R', '9L', '8L', '8R']"
151,-1,"['8L', '10R', '8R', '6L', '10R', '6R', '10L']"
152,1,"['7R', '10R', '6L', '6L', '7L', '10R', '7L', '6R']"
153,-1,"['9R', '10R', '7R', '10L', '8R', '7L', '8R', '9L', '8L', '6R']"
154,-1,"['6L', '10R', '8L', '10R', '8L', '6L', '10R', '10R', '7L', '6L', '8L']"
155,-1,"['9L', '6R', '10R', '9L', '10L', '8L', '9L', '8R', '9L', '8R']"
156,1,"['10L', '9L', '6R', '9R', '10L', '7L', '6R', '7L', '10R', '8R', '7R', '6R', '7L', '6R', '7L', '6R', '7L', '6R', '7R', '8L', '7R', '8R']"
157,-1,"['8L', '7L', '9R', '8L', '8L', '8L', '10R', '10R', '7R', '6L']"
158,1,"['10L', '9R', '6L', '10L', '8R', '9L', '7L', '9R', '10R', '6R', '7L', '10R', '8R']"
159,-1,"['10R', '10R', '9R', '8L', '6R', '10L', '7R', '10R', '7L', '10L']"
160,1,"['9L', '8R', '7R', '6R', '6L', '7L', '8L']"
161,1,"['6L', '9L', '8L', '8L', '10R', '6R']"
162,1,"['10R', '9R', '8R', '7R', '10R', '7R', '6L', '9R', '8L', '7R', '8R', '7R', '8L']"
163,1,"['7L', '9R', '8R', '6L', '9R', '6L']"
164,-1,"['9L', '10L', '7R', '7R', '10L', '6R', '7R', '9R', '7R', '6L']"
165,-1,"['10R', '6R', '8R', '6L', '10R', '9R', '8R', '9L', '7L', '6L', '8L']"
166,-1,"['7L', '8R', '6L', '9R', '10L', '6L', '6L', '7R', '7L', '9R', '7R', '8L', '7R', '10R', '9L']"
167,-1,"['8R', '7L', '6R', '8R', '10R', '8R', '6R', '7R', '8L', '10L', '9L', '7L']"
168,1,"['6R', '8L', '8L', '9R', '7L', '6L', '6R', '7R', '9L', '7R', '8L', '7R', '8L', '7R', '8L', '7L', '6R']"
169,1,"['9R', '8L', '8R', '10R', '8R', '10L', '8R', '7R', '8L']"
170,1,"['9L', '7R', '10R', '8R', '9L', '8L', '6L', '6R', '7L', '10R', '6L', '6L', '7R', '8L', '7R', '10R', '9R', '6L', '6R', '7R', '10R', '8R', '9L', '8R', '9L', '8L', '7R', '8R']"
171,-1,"['7R', '7L', '6R', '9L', '8L', '7R', '8R', '9R', '8R']"
172,-1,"['6R', '10L', '7L', '8R', '9R', '8L']"
173,1,"['10L', '10L', '7R', '10R', '10L', '6L', '6L', '7L']"
174,1,"['6R', '6R', '9L', '10R', '10R', '8R', '9R', '10L', '8R']"
175,-1,"['7L', '7L', '6R', '6R', '7L', '8R', '9R', '10R', '8R', '6L', '7R']"
176,-1,"['6R', '8L', '6R', '6L', '9R', '7L', '10R', '6L', '7L', '10L', '7R', '6R', '7L', '6L', '9R', '10L', '9R', '10R', '8R', '9R', '10L', '9R', '10L', '9R', '10R', '6R', '9L', '8R', '9L', '8R', '8L', '10L', '8R']"
177,-1,"['7L', '7R', '6L', '6L', '7R', '8R', '9R', '9R', '7R']"
178,-1,"['10L', '9R', '6R', '10R', '9R']"
179,-1,"['10L', '6L', '10L', '6R', '7R', '6L', '8L', '10L']"
180,1,"['9L', '10L', '8L']"
181,-1,"['8R', '10R', '10L', '9L', '8R', '10R', '7L', '9L']"
182,0,"['7R', '7R', '10R', '7R', '9L', '9L', '9R', '8R', '10R', '8L', '7R', '8L', '7L', '10R', '6R']"
183,-1,"['10R', '10R', '10L', '7L', '6L', '6R']"
184,1,"['8L', '7L', '10R', '7L', '8L', '7R', '8L']"
185,-1,"['10L', '6R', '10L', '9R', '7R', '10R', '6L', '8L', '7R']"
186,1,"['7L', '8L', '7R', '8L', '10L', '7R', '8R', '10L', '8L', '10L']"
187,-1,"['10L', '6L', '6L', '7L', '6R', '6R', '9R', '8L', '7L', '10L', '8L', '6L', '7L', '6R', '7L', '6R', '7L', '6L', '8L', '9R', '7L', '6R', '7R', '8R', '9R', '10R', '6L', '9R', '7L', '9L', '8L', '7L', '6L', '8L', '10L', '9L', '8L']"
188,1,"['8L', '6R', '9R', '7R', '10L', '8R', '6R', '8L']"
189,-1,"['6R', '6L', '9L', '8L', '8R', '9L', '7R', '8R', '9L', '7L', '8L', '6R']"
190,1,"['7L', '6R', '7L', '6L', '8R', '6L', '6R', '10L', '9R', '10R']"
191,-1,"['6R', '9R', '10L', '8L', '7R', '10R', '8L', '6R', '9L', '6L', '7R', '10R', '8R', '10R', '9R', '10R', '7L', '6R']"
192,1,"['10L', '9L', '6R', '7R', '8R', '8L', '7R', '8L', '8L', '9R']"
193,-1,"['8R', '9L', '7R', '6R', '7R', '8R', '7R', '6R', '7L', '6R', '7L', '9R', '6L', '8L', '10L', '9R', '10L', '9L', '9R', '6L', '9R', '10R', '8L', '10L', '10R', '6R']"
194,1,"['6L', '8L', '10L', '8L', '6R', '10L', '6R', '10L', '9L', '8R', '6L', '10R', '8R', '7R', '9R', '10L']"
195,-1,"['9L', '9L', '7L', '6L', '9L']"
196,1,"['6R', '8L', '6L', '9R', '6L', '8R']"
197,-1,"['10L', '8R', '6R', '7L', '7R', '10R', '6L', '8L', '7L', '6L', '9R', '7L', '6L', '9L']"
198,-1,"['7R', '7L', '6L', '9L', '8R', '8R', '10L', '9R', '9L', '8R', '9L', '8L', '7L', '10L', '9R', '10R', '6R', '6R', '7R', '8R', '9L', '10L', '9R', '6L', '10L', '8R', '6L']"
199,-1,"['9R', '10R', '9L', '8L', '7L', '6R', '6L', '6R', '10L', '8R', '9L', '6L', '8L', '7L', '10R', '6R', '7L', '6R', '7L', '6L', '8L', '7L']"
200,1,"['6R', '7L', '9L', '9R', '7R', '6L', '8L', '7R', '10R', '10R', '9L', '8R']"
201,-1,"['10R', '6R', '10R', '6L', '8R', '10R', '9L', '10L', '8L', '10R', '6R']"
202,-1,"['6L', '9L', '9L', '9L', '6R', '7L', '10R', '6R', '10R', '9L', '10R', '6L', '8L', '6L', '7L', '8R', '8L', '9L', '8L', '7L', '10R']"
203,-1,"['8R', '6L', '7R', '8R', '10L', '8L', '10L', '7R', '9R', '6L', '7L', '10L', '10R', '7L']"
204,1,"['8L', '7L', '8L', '10L', '8R', '9R', '10L', '8R', '6L', '10L', '8L', '7L', '7L', '8R']"
205,-1,"['8R', '7L', '6R', '7R', '8R', '8R', '8L', '7R', '7L', '6R', '10L']"
206,-1,"['8R', '8R', '9R', '6R', '8L', '8R', '6L', '8L']"
207,-1,"['6R', '7L', '10R', '6R', '9R', '10L', '8R', '6L', '9L']"
208,1,"['9L', '6L', '10R', '7R', '6L', '9L', '6L', '8R', '6R']"
209,-1,"['8L', '9L', '6R', '8R', '6R', '8L', '6L', '10R', '8L', '10L', '9R', '10L', '9R', '10L', '10L', '7R', '10R']"
210,-1,"['6L', '8R', '8L', '7L', '7L', '6L', '6R', '9R', '10R', '6L', '8R', '6R']"
211,-1,"['7L', '10L', '8R', '10L', '10R', '7R', '10L', '10L', '9L', '6L', '7L', '9R', '8R', '9L', '6R', '7R', '8R', '9R']"
212,-1,"['8L', '7R', '7R', '10R', '7L', '10R', '8L', '7R', '7R', '6L', '6L', '8L', '10R', '9R', '10L', '9L']"
213,1,"['8R', '8R', '8R', '6L', '9L', '7L', '9L', '9R', '10R', '8L', '6R', '7R']"
214,1,"['10R', '6L', '10R', '7R', '7L', '6L', '7L', '10L', '9L', '8R', '10R', '8R', '6L', '9L', '6R']"
215,1,"['9R', '7L', '10L', '8R', '6R', '9L', '6L', '9L', '8L', '7L', '6L', '9L', '7L', '8R', '10R', '9R', '7R', '8L', '7L', '7L', '7R', '8L', '7L', '6R']"
216,-1,"['9L', '6L', '10R', '8L', '7L', '6R', '7R', '6L', '9R', '6L', '7R', '8R', '9L', '7R', '8R', '9L', '8R', '9L', '8R', '9L', '8R', '9R', '9R', '9L', '8R']"
217,1,"['6R', '10L', '9L', '8R', '10R', '7L', '9L']"
218,1,"['8R', '9L', '9L', '8R', '9L', '7L', '6R', '7L', '8R', '9L']"
219,-1,"['9L', '8R', '9R', '10L', '8L', '7L', '10L', '7R', '6R', '10L', '9R', '10R', '7R', '7R', '10L', '7L', '8R', '6L', '9L', '8L', '7R']"
220,-1,"['8R', '7R', '9L', '6R', '7R']"
221,-1,"['7L', '6R', '7R', '7L', '7L', '8L', '7L', '10L', '8L', '7L', '6L', '8L']"
222,-1,"['8R', '9R', '8R', '6R', '7L', '6L', '8R', '9L', '10R', '8L', '10L', '9R', '10R', '7L', '10R', '6L', '8L', '7L', '8L']"
223,-1,"['10R', '7L', '6L', '10R', '10R', '7L', '10L', '9R', '10R', '10R', '8L', '6R']"
224,-1,"['8L', '6L', '8R', '6L', '10R', '8R']"
225,-1,"['10L', '6R', '7L', '8R', '6L', '8R', '8R', '7L', '6L']"
226,1,"['7L', '9L', '8R', '10R', '6R', '8R', '6R', '10L', '8R', '6R', '8L', '7L', '9L', '8R', '9L', '8L']"
227,-1,"['6L', '8L', '6L', '7R', '6R', '6L', '7L', '6R', '8R', '9R', '9R', '10R', '10L']"
228,-1,"['10L', '9R', '9R', '6R', '7R', '8R', '9L', '10L', '6L', '8L', '6L', '9L', '8R']"
229,1,"['8R', '9L', '10R', '7L', '8R', '6L', '10L', '9L', '8L', '9R']"
230,1,"['7R', '9L', '6L', '6L', '6L', '7L', '8R', '10L', '8L', '8R', '6R', '7L', '6R', '9R', '6R', '9L', '6L', '8R', '9R', '10L', '9L', '8R', '9L', '8R', '6L', '8L']"
231,1,"['7R', '9R', '6L', '10R']"
232,-1,"['9L', '7R', '10L', '7L', '8L', '10R', '7R', '8L', '6R', '7L', '7L', '10R', '7L', '6R', '7L', '6L', '8L']"
233,-1,"['9R', '8L', '8L', '9R', '10R', '10L', '9R', '10R', '8R', '7R', '9L', '7L', '9L', '8R']"
234,-1,"['9L', '9R', '6L', '6L']"
235,-1,"['9L', '8R', '8R', '7R', '6L', '8R', '9L', '10L', '6R', '8R', '10R', '9R', '9R', '10L', '6R']"
236,-1,"['7R', '9L', '8R', '9L', '10R', '6L', '10L', '8L', '7R', '8L', '7L']"
