,result,moves
10,-1,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1R', '9L', '4R', '8L', '2L', '7L', '0L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '6L', '0L', '8L', '1R']"
11,-1,"['8L', '0L', '8L', '1R', '8L', '4R', '8L', '0L', '8L', '4R', '10L', '2L', '8L']"
12,-1,"['8L', '0L', '8L', '1R', '8L', '4R', '8L', '0L', '8L', '4R', '10L', '2L', '8L']"
13,-1,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1L', '9L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '4R', '6L', '0L', '7L', '1R', '6L', '2L', '8L', '0L', '9L', '1R', '8L', '2L']"
14,-1,"['8L', '0L', '8L', '1R', '8L', '4R', '8L', '0L', '8L', '4R', '10L', '2L', '8L']"
15,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1R', '6L', '2L', '8L', '1R', '9L', '2L', '8L', '1L', '7L', '0L', '6L', '0L', '8L', '1L', '9L', '0L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1R', '8L', '2L', '7L', '1R', '6L', '2L', '10L', '1L', '9L', '0L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '2L', '9L', '1R', '8L', '2L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1R', '8L', '2L', '7L', '1R', '6L', '2L', '10L', '1L', '9L', '0L', '8L', '0L', '7L', '1R', '8L', '0L']"
16,-1,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1L', '9L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '4R', '6L', '0L', '7L', '1R', '6L', '2L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '0L', '6L', '1R']"
17,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1R', '6L', '2L', '8L', '1L', '9L', '0L', '8L', '0L', '7L', '1R', '6L', '2L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1R', '8L', '2L', '7L', '1R', '6L', '2L', '10L', '1R', '9L', '2L', '8L']"
18,-1,"['8L', '0L', '8L', '1R', '8L', '4R', '8L', '0L', '8L', '4R', '10L', '2L', '8L']"
19,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
20,-1,"['8L', '0L', '8L', '1R', '8L', '4R', '8L', '0L', '8L', '4R', '10L', '2L', '8L']"
21,-1,"['8L', '0L', '8L', '1R', '8L', '4R', '8L', '0L', '8L', '4R', '10L', '2L', '8L']"
22,-1,"['8L', '0L', '8L', '1R', '8L', '4R', '8L', '0L', '8L', '4R', '10L', '2L', '8L']"
23,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
24,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
25,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
26,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
27,-1,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1R', '9L', '4R', '8L', '2L', '7L', '0L', '6L', '1R', '8L', '2L', '9L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '6L', '0L', '8L', '1R']"
28,-1,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1R', '9L', '4R', '8L', '2L', '7L', '0L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '6L', '0L', '8L', '1L', '9L', '0L', '8L', '0L', '7L', '1R']"
29,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1R', '6L', '2L', '8L', '1L', '9L', '0L', '8L', '0L', '7L', '1R', '6L', '2L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '6L', '0L', '8L', '1L', '9L', '0L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '6L', '0L', '8L', '1R']"
30,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
31,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
32,-1,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1L', '9L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '9L', '4R', '6L', '0L', '8L', '1R']"
33,-1,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1L', '9L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '9L', '4R', '6L', '0L', '8L', '1L', '9L', '0L', '8L', '0L', '7L', '1R']"
34,-1,"['8L', '0L', '8L', '1R', '8L', '4R', '8L', '0L', '8L', '4R', '10L', '2L', '8L']"
35,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1R', '6L', '2L', '8L', '1L', '9L', '0L', '8L', '0L', '7L', '1R', '6L', '2L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '6L', '0L', '8L', '1L', '9L', '0L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1R', '8L', '2L', '7L', '1R', '6L', '2L', '10L', '1L', '9L', '0L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '2L', '9L', '1R', '8L', '2L', '7L', '1R', '6L', '2L', '10L', '1R', '9L', '2L', '8L']"
36,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1R', '6L', '2L', '8L', '1R', '9L', '2L', '8L', '1L', '7L', '0L', '6L', '0L', '8L', '1L', '9L', '0L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1R', '8L', '2L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1R', '8L', '2L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '6L', '0L', '8L', '1R']"
37,-1,"['8L', '0L', '8L', '1R', '8L', '4R', '8L', '0L', '8L', '4R', '10L', '2L', '8L']"
38,-1,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1R', '9L', '4R', '8L', '2L', '7L', '0L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1R', '8L', '2L', '7L', '1R', '6L', '2L', '10L', '1L', '9L', '0L', '8L', '0L', '7L', '1R', '8L', '0L']"
39,-1,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1L', '9L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '9L', '4R', '6L', '0L', '8L', '1R']"
40,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
41,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
42,-1,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1L', '9L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '9L', '4R', '6L', '0L', '8L', '1R']"
43,-1,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1L', '9L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '4R', '6L', '0L', '7L', '1R', '6L', '2L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '0L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '6L', '0L', '8L', '1L', '9L', '0L', '8L', '0L', '7L', '1R']"
44,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
45,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
46,0,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1R', '9L', '4R', '8L', '2L', '7L', '0L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1R', '8L', '2L', '7L', '1R', '6L', '2L', '10L', '1R', '9L', '2L', '8L']"
47,-1,"['8L', '0L', '8L', '1R', '8L', '4R', '8L', '0L', '8L', '4R', '10L', '2L', '8L']"
48,-1,"['8L', '0L', '8L', '1R', '8L', '4R', '8L', '0L', '8L', '4R', '10L', '2L', '8L']"
49,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1R', '6L', '2L', '8L', '1R', '9L', '2L', '8L', '1R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '6L', '0L', '8L', '1L', '9L', '0L', '8L', '0L', '7L', '1R']"
50,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
51,-1,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1R', '9L', '4R', '8L', '2L', '7L', '0L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '6L', '0L', '8L', '1R']"
52,-1,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1L', '9L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '9L', '4R', '6L', '0L', '8L', '1R']"
53,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
54,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1R', '6L', '2L', '8L', '1R', '9L', '2L', '8L', '1L', '7L', '0L', '6L', '0L', '8L', '1L', '9L', '0L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1L', '8L', '0L', '9L', '0L', '8L', '1L', '7L', '1R', '7L', '4R', '7L', '2L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1L', '7L', '0L', '6L', '0L', '8L', '1L', '9L', '0L', '8L', '0L', '7L', '1R']"
55,1,"['8L', '0L', '8L', '1L', '8L', '0L', '8L', '1R', '9L', '4R', '8L', '2L', '7L', '0L', '6L', '1L', '8L', '0L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '0L', '8L', '0L', '9L', '1L', '8L', '0L', '7L', '1L', '6L', '0L', '8L', '0L', '9L', '1R', '8L', '4R', '8L', '2L', '9L', '0L', '8L', '1R', '7L', '2L', '6L', '1R', '8L', '2L', '9L', '1R', '8L', '2L', '7L', '1R', '6L', '2L', '10L', '1R', '9L', '2L', '8L']"
56,-1,"['8L', '0L', '8L', '1R', '8L', '4R', '8L', '0L', '8L', '4R', '10L', '2L', '8L']"
57,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
58,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
59,-1,"['0L', '8L', '0L', '8L', '0L', '8L', '0L', '6L', '1L', '8L', '2L', '9L', '0L']"
